age;mac;port;vlan
82;00:16:9c:6e:fa:00;ae1.0;vlan_10
0;2c:36:f8:1a:4c:ab;ae18.0;vlan_10
0;00:22:55:8c:0f:91;ae1.0;vlan_1001
0;40:f4:ec:bd:56:a1;ae18.0;vlan_1001
0;00:16:9d:83:11:0e;ae1.0;vlan_1012
0;00:27:07:18:33:1b;ae18.0;vlan_1012
0;00:10:db:ff:10:04;xe-0/0/3.0;vlan_1015
0;00:16:9d:83:11:0e;ae1.0;vlan_1015
48;00:e0:2b:00:00:01;xe-0/0/3.0;vlan_1015
0;00:16:9d:83:11:0e;ae1.0;vlan_1016
0;6c:20:56:8e:4c:c8;ge-0/0/21.0;vlan_1016
76;e8:f1:b0:b0:3f:bb;ge-0/0/21.0;vlan_1016
0;2c:36:f8:1a:4c:ab;ae18.0;vlan_102
0;00:23:9c:c7:5b:39;ae1.0;vlan_1021
0;00:16:9d:83:11:0e;ae1.0;vlan_1023
0;b0:75:4d:e0:31:64;ae5.0;vlan_1025
0;00:23:9c:c7:5b:39;ae1.0;vlan_103
0;0c:e8:4c:68:34:b0;ae18.0;vlan_103
0;00:04:25:15:0f:db;ae18.0;vlan_1030
0;00:04:25:29:35:43;ae5.0;vlan_1030
0;00:04:25:4a:ae:d4;ae5.0;vlan_1030
0;00:04:25:4d:95:04;ae5.0;vlan_1030
33;00:04:25:93:1c:98;ae18.0;vlan_1030
0;00:16:9d:83:11:0e;ae1.0;vlan_1030
0;00:21:1b:11:27:81;ge-0/0/23.0;vlan_1030
0;1c:a0:d3:40:20:02;ae5.0;vlan_1030
0;1c:a0:d3:40:7f:e3;ae5.0;vlan_1030
0;80:ac:ac:3f:c8:05;ae1.0;vlan_1035
0;a8:f9:4b:ab:4d:af;ae18.0;vlan_1035
0;00:16:9d:83:11:0e;ae1.0;vlan_1037
0;fc:f5:28:48:61:59;ge-0/0/21.0;vlan_1037
0;00:23:9c:c7:5b:39;ae1.0;vlan_1039
0;fc:99:47:f2:7c:00;ae18.0;vlan_1039
0;00:16:9d:83:11:0e;ae1.0;vlan_1041
0;f0:7f:06:89:94:41;ae5.0;vlan_1041
0;00:03:56:14:31:62;ae16.0;vlan_1044
0;00:03:56:15:e7:ec;ae16.0;vlan_1044
0;00:03:56:16:0e:f9;ae16.0;vlan_1044
0;00:03:56:18:39:99;ae16.0;vlan_1044
0;00:12:12:0a:df:3e;ae16.0;vlan_1044
0;00:12:12:87:b9:3f;ae16.0;vlan_1044
0;00:12:12:88:1f:8e;ae16.0;vlan_1044
0;00:12:12:88:32:8a;ae16.0;vlan_1044
0;00:12:12:88:8e:0f;ae16.0;vlan_1044
0;00:12:12:89:34:ec;ae16.0;vlan_1044
0;00:12:12:8c:af:fc;ae16.0;vlan_1044
0;00:12:12:8c:f5:b5;ae16.0;vlan_1044
0;00:12:12:91:0d:de;ae16.0;vlan_1044
0;00:16:9d:83:11:0e;ae1.0;vlan_1044
146;00:90:e8:70:1a:67;ae16.0;vlan_1044
0;00:ad:24:8e:f8:14;ae16.0;vlan_1044
195;00:e0:7c:f0:f7:63;ae16.0;vlan_1044
0;04:d9:f5:38:cc:65;ae16.0;vlan_1044
0;08:60:6e:d4:5e:38;ae16.0;vlan_1044
0;10:7b:44:8e:ce:18;ae16.0;vlan_1044
0;1c:df:0f:e9:52:01;ae16.0;vlan_1044
0;2c:56:dc:94:06:62;ae16.0;vlan_1044
0;30:72:0d:39:61:e4;ae16.0;vlan_1044
0;38:2c:4a:b5:28:49;ae16.0;vlan_1044
0;b8:af:67:a2:10:3f;ae16.0;vlan_1044
0;b8:af:67:a2:81:33;ae16.0;vlan_1044
0;bc:99:11:b0:37:73;ae16.0;vlan_1044
63;d4:c9:ef:ff:07:6f;ae16.0;vlan_1044
0;f0:7d:68:97:fd:11;ae16.0;vlan_1044
0;f2:98:4e:83:d6:71;ae16.0;vlan_1044
0;00:23:9c:c7:5b:39;ae1.0;vlan_1045
0;88:1d:fc:28:35:60;ae5.0;vlan_1045
0;00:23:9c:c7:5b:39;ae1.0;vlan_1049
0;d0:50:99:5d:27:8c;ae11.0;vlan_1049
0;00:0d:b9:53:4c:7c;ae18.0;vlan_105
0;00:23:9c:c7:5b:39;ae1.0;vlan_105
0;00:16:9d:83:11:0e;ae1.0;vlan_1054
0;00:03:56:14:44:64;ae18.0;vlan_1055
0;00:03:56:14:49:08;ae18.0;vlan_1055
0;00:03:56:15:ed:ed;ae18.0;vlan_1055
0;00:03:56:15:ee:ab;ae18.0;vlan_1055
0;00:03:56:15:ee:b0;ae18.0;vlan_1055
0;00:16:9d:83:11:0e;ae1.0;vlan_1055
250;00:1f:ce:67:77:81;ae18.0;vlan_1055
0;00:26:8b:05:5d:2f;ae18.0;vlan_1055
0;04:d4:c4:8d:9f:b9;ae18.0;vlan_1055
0;08:60:6e:73:ac:77;ae18.0;vlan_1055
0;08:60:6e:d4:5d:f6;ae18.0;vlan_1055
0;0e:35:4e:86:fd:ea;ae18.0;vlan_1055
0;60:a4:4c:ca:d6:f7;ae18.0;vlan_1055
144;60:c7:98:c7:b5:ff;ae18.0;vlan_1055
56;60:c7:98:ce:30:a3;ae18.0;vlan_1055
68;ac:16:2d:3d:ae:6c;ae18.0;vlan_1055
0;b8:af:67:a2:10:37;ae18.0;vlan_1055
0;bc:99:11:98:b9:85;ae18.0;vlan_1055
0;fc:aa:14:1a:68:ae;ae18.0;vlan_1055
0;00:23:9c:c7:5b:39;ae1.0;vlan_1056
0;00:1f:ce:a3:a4:40;ae11.0;vlan_1057
0;00:23:9c:c7:5b:39;ae1.0;vlan_1057
0;00:23:9c:c7:5b:39;ae1.0;vlan_1058
0;a8:f9:4b:ab:b0:7f;ae5.0;vlan_1058
0;00:27:e3:32:ba:41;ae14.0;vlan_1061
42;2c:ab:eb:c9:06:a0;ae14.0;vlan_1061
0;c4:b2:39:59:68:c0;ae1.0;vlan_1061
0;00:16:9d:83:11:0e;ae1.0;vlan_1063
0;4c:f9:5d:7c:8b:31;ae18.0;vlan_1063
0;00:23:9c:c7:5b:39;ae1.0;vlan_1066
0;50:3d:e5:0d:4b:03;ae18.0;vlan_1066
0;00:23:9c:c7:5b:39;ae1.0;vlan_1071
0;2c:fd:a1:c6:fd:6a;ae18.0;vlan_1071
0;00:16:17:a8:b7:b7;ge-0/0/20.0;vlan_1072
0;00:16:9d:83:11:0e;ae1.0;vlan_1072
0;00:14:d1:10:dc:77;ae1.0;vlan_1073
0;00:27:22:a6:b6:9e;ae1.0;vlan_1073
0;64:66:b3:05:09:05;ge-0/0/20.0;vlan_1073
78;78:fe:3d:44:1b:81;ae1.0;vlan_1073
0;c4:64:13:b9:b4:c0;ae1.0;vlan_1078
0;18:ef:63:65:9f:08;xe-1/0/39.0;vlan_1079
0;00:16:9d:83:11:0e;ae1.0;vlan_108
0;00:23:9c:c7:5b:39;ae1.0;vlan_1080
0;d4:60:e3:4d:91:7b;ae14.0;vlan_1080
0;80:ac:ac:3f:c8:05;ae1.0;vlan_1082
53;00:16:9d:83:11:0e;ae1.0;vlan_1086
0;00:23:9c:c7:5b:39;ae1.0;vlan_109
0;c4:71:fe:6f:f1:b1;xe-0/0/3.0;vlan_109
0;00:16:9d:83:11:0e;ae1.0;vlan_1090
180;1c:1b:0d:ff:99:9f;ae18.0;vlan_1090
0;2c:36:f8:1a:4c:ab;ae18.0;vlan_1090
0;40:8d:5c:be:c0:63;ae18.0;vlan_1090
0;40:8d:5c:be:c0:65;ae18.0;vlan_1090
0;4c:bd:8f:35:e3:45;ae18.0;vlan_1090
0;e0:d5:5e:06:e1:76;ae18.0;vlan_1090
0;e0:d5:5e:11:9a:fc;ae18.0;vlan_1090
0;e4:18:6b:22:05:bd;ae18.0;vlan_1090
0;80:ac:ac:3f:c8:05;ae1.0;vlan_1091
0;c4:71:fe:6f:f1:b0;ae18.0;vlan_1091
0;00:16:9d:83:11:0e;ae1.0;vlan_1092
0;00:27:07:18:54:27;ae8.0;vlan_1092
0;00:16:9d:83:11:0e;ae1.0;vlan_1098
154;00:1a:d4:1d:a3:bc;ae14.0;vlan_1098
31;00:1a:d4:1e:9f:1c;ae14.0;vlan_1098
41;00:21:b7:50:e2:31;ae14.0;vlan_1098
69;00:21:b7:71:88:7e;ae14.0;vlan_1098
38;00:21:b7:c4:45:90;ae14.0;vlan_1098
127;00:5a:21:32:44:53;ae14.0;vlan_1098
86;00:c0:b7:f5:2b:3d;ae14.0;vlan_1098
228;38:60:77:2e:b3:07;ae14.0;vlan_1098
95;44:47:cc:4c:6a:74;ae14.0;vlan_1098
222;44:47:cc:4c:6a:a6;ae14.0;vlan_1098
103;70:71:bc:ac:69:1c;ae14.0;vlan_1098
147;70:85:c2:b7:10:f7;ae14.0;vlan_1098
207;74:27:ea:2c:82:2e;ae14.0;vlan_1098
52;74:d4:35:e3:9f:b4;ae14.0;vlan_1098
61;94:c6:91:ae:01:a6;ae14.0;vlan_1098
0;b8:ae:ed:2f:fc:fb;ae14.0;vlan_1098
80;c8:8d:83:ab:21:fc;ae14.0;vlan_1098
109;c8:8d:83:ab:21:fd;ae14.0;vlan_1098
193;e0:69:95:77:b3:fc;ae14.0;vlan_1098
0;00:16:9d:83:11:0e;ae1.0;vlan_1099
0;4c:5e:0c:75:30:94;ae10.0;vlan_1099
0;00:16:9c:6e:fa:00;ae1.0;vlan_11
0;00:19:8f:2e:fc:21;ge-0/0/16.0;vlan_11
0;00:21:1b:11:27:81;ge-0/0/23.0;vlan_11
0;00:21:1b:11:27:c1;ge-0/0/23.0;vlan_11
0;00:21:55:f1:79:c1;ae5.0;vlan_11
0;08:d0:9f:da:ac:98;ge-0/0/18.0;vlan_11
0;08:d0:9f:da:ac:c0;ge-0/0/18.0;vlan_11
0;0c:85:25:2f:8a:40;ge-0/0/16.0;vlan_11
0;0c:85:25:c0:a8:40;ae9.0;vlan_11
0;0c:85:25:c1:3e:40;ae11.0;vlan_11
0;0c:85:25:e9:99:40;ae5.0;vlan_11
0;0c:b6:d2:a6:e0:60;ae14.0;vlan_11
251;10:62:eb:cc:db:40;ae16.0;vlan_11
115;10:62:eb:cc:dd:40;ae16.0;vlan_11
115;10:62:eb:cc:e7:c0;ae16.0;vlan_11
0;10:62:eb:cd:3d:80;ae16.0;vlan_11
68;10:62:eb:cd:3e:20;ae16.0;vlan_11
42;10:62:eb:d6:75:80;ae16.0;vlan_11
0;10:62:eb:dc:00:49;ae16.0;vlan_11
0;2c:36:f8:1a:4c:c0;ae18.0;vlan_11
108;3c:1e:04:a1:1a:60;ae12.0;vlan_11
118;3c:1e:04:a1:1b:40;ae12.0;vlan_11
42;3c:1e:04:a1:1e:40;ae12.0;vlan_11
0;54:e0:32:87:3c:81;ae14.0;vlan_11
0;58:d5:6e:3b:c0:70;ae14.0;vlan_11
0;e8:28:c1:0b:88:80;ae14.0;vlan_11
43;e8:cc:18:15:b0:49;ae12.0;vlan_11
0;00:16:9c:6e:fa:00;ae1.0;vlan_110
0;00:1d:70:1e:7c:1a;ae5.0;vlan_110
0;00:23:9c:c7:5b:39;ae1.0;vlan_1101
107;00:00:5e:00:01:01;xe-0/0/3.0;vlan_1102
52;00:23:9c:c7:5b:39;ae1.0;vlan_1102
56;04:33:89:30:cd:c3;xe-0/0/3.0;vlan_1102
166;34:a2:a2:8d:fe:fb;xe-0/0/3.0;vlan_1102
0;8c:6d:77:ec:3c:27;xe-0/0/3.0;vlan_1102
0;00:23:9c:c7:5b:39;ae1.0;vlan_1103
0;c4:f7:d5:73:51:00;ae11.0;vlan_1103
0;00:23:9c:c7:5b:39;ae1.0;vlan_111
0;a8:f9:4b:ab:6e:ac;ae18.0;vlan_111
0;00:21:1b:11:27:81;ge-0/0/23.0;vlan_112
0;00:23:9c:c7:5f:f0;ae1.0;vlan_112
0;e0:d9:e3:50:e6:e0;ge-0/0/23.0;vlan_112
0;00:23:9c:c7:5b:39;ae1.0;vlan_113
0;4c:ae:a3:51:f1:fc;ae10.0;vlan_113
0;00:23:9c:c7:5b:39;ae1.0;vlan_114
0;6c:62:6d:c8:7c:57;ae18.0;vlan_114
0;00:16:9d:83:11:0e;ae1.0;vlan_1145
0;64:6e:ea:7f:35:d1;xe-0/0/3.0;vlan_1145
0;d4:ca:6d:5a:86:de;ae18.0;vlan_1152
0;e4:8d:8c:0f:65:bb;ae1.0;vlan_1152
88;00:08:25:01:79:d8;xe-1/0/39.0;vlan_1154
0;00:0c:29:06:38:b9;xe-1/0/39.0;vlan_1154
0;00:0c:29:2d:57:4d;xe-1/0/39.0;vlan_1154
0;00:0c:29:35:f1:8c;xe-1/0/39.0;vlan_1154
0;00:16:9c:6e:fa:00;ae1.0;vlan_1154
0;e0:d9:e3:1c:9c:81;xe-1/0/39.0;vlan_1154
0;e0:d9:e3:df:9b:02;xe-1/0/39.0;vlan_1154
0;00:16:9d:83:11:0e;ae1.0;vlan_1157
0;00:26:9b:00:05:2a;ge-0/0/20.0;vlan_1157
0;00:23:9c:c7:5b:39;ae1.0;vlan_1163
0;08:d0:9f:da:ac:98;ge-0/0/18.0;vlan_1163
0;e4:c7:22:d0:6b:52;ge-0/0/18.0;vlan_1163
0;00:16:9d:83:11:0e;ae1.0;vlan_1164
0;00:23:9c:c7:5b:39;ae1.0;vlan_1165
0;44:2b:03:8b:32:56;ae5.0;vlan_1165
0;00:23:9c:c7:5b:39;ae1.0;vlan_1166
0;2c:27:d7:14:55:7f;ae18.0;vlan_1166
0;00:15:17:d2:55:6e;ae5.0;vlan_1167
130;00:e0:b1:be:e4:3c;ae5.0;vlan_1167
159;00:e0:b1:ef:17:59;ae5.0;vlan_1167
243;e8:e7:32:5e:0b:24;ae5.0;vlan_1167
0;00:16:9c:6e:fa:00;ae1.0;vlan_1170
249;28:80:23:90:bc:b4;ae5.0;vlan_1170
40;28:80:23:90:bc:b5;ae5.0;vlan_1170
0;00:0f:d9:11:b0:b3;ae18.0;vlan_1173
0;00:0f:d9:13:e2:aa;ae14.0;vlan_1173
0;00:16:9c:6e:fa:00;ae1.0;vlan_1173
0;00:22:55:a9:e9:40;ae18.0;vlan_118
0;00:23:9c:c7:5b:39;ae1.0;vlan_118
0;00:16:9c:6e:fa:00;ae1.0;vlan_12
38;00:14:d1:10:dc:77;ae1.0;vlan_120
0;00:27:22:a6:b6:9e;ae1.0;vlan_120
71;78:fe:3d:44:1b:81;ae1.0;vlan_120
0;02:23:9c:c7:59:48;ae1.0;vlan_1221
31;82:ac:ac:3f:c1:88;ae1.0;vlan_1221
0;a8:f9:4b:ae:c8:18;ae11.0;vlan_1221
0;00:23:9c:c7:5f:cc;ae1.0;vlan_124
0;6c:20:56:86:75:d1;ae5.0;vlan_124
0;00:23:9c:c7:5b:39;ae1.0;vlan_128
0;70:d3:79:81:aa:60;ae18.0;vlan_128
0;00:01:05:01:e3:0f;ge-0/0/23.0;vlan_1300
0;00:01:05:01:e3:25;ae1.0;vlan_1300
45;00:01:05:02:80:11;ge-0/0/23.0;vlan_1300
40;00:01:05:0b:6b:72;ge-0/0/23.0;vlan_1300
0;00:01:05:0b:e6:9c;ge-0/0/23.0;vlan_1300
0;00:01:29:0a:ac:92;ge-0/0/23.0;vlan_1300
0;00:04:23:bf:a8:e7;ge-0/0/23.0;vlan_1300
52;00:04:96:9b:5c:80;ge-0/0/23.0;vlan_1300
76;00:0b:3c:24:b9:bd;ge-0/0/23.0;vlan_1300
115;00:0b:82:8f:09:56;ge-0/0/23.0;vlan_1300
74;00:0b:82:8f:09:59;ge-0/0/23.0;vlan_1300
0;00:0b:82:e5:df:ca;ae1.0;vlan_1300
293;00:0b:82:f7:41:ff;ae1.0;vlan_1300
138;00:0b:82:f7:42:00;ae1.0;vlan_1300
0;00:0b:82:f7:42:05;ae1.0;vlan_1300
0;00:0b:82:f7:42:08;ae1.0;vlan_1300
46;00:0c:29:0e:33:47;ge-0/0/23.0;vlan_1300
0;00:0c:29:1b:a6:eb;ge-0/0/23.0;vlan_1300
0;00:0c:29:4b:ea:b2;ge-0/0/23.0;vlan_1300
0;00:0c:29:5a:2a:4c;ge-0/0/23.0;vlan_1300
32;00:0c:29:6a:bc:af;ge-0/0/23.0;vlan_1300
0;00:0c:29:7e:db:fa;ge-0/0/23.0;vlan_1300
68;00:0c:29:94:1a:0d;ge-0/0/23.0;vlan_1300
0;00:0c:29:db:3a:1d;ge-0/0/23.0;vlan_1300
0;00:0c:29:e2:12:bf;ge-0/0/23.0;vlan_1300
74;00:0c:29:ee:b1:40;ge-0/0/23.0;vlan_1300
0;00:0c:29:ef:42:87;ge-0/0/23.0;vlan_1300
32;00:13:20:2c:27:38;ge-0/0/23.0;vlan_1300
147;00:13:20:b6:85:89;ge-0/0/23.0;vlan_1300
0;00:15:65:be:2f:6b;ae1.0;vlan_1300
0;00:16:e0:56:bd:80;ge-0/0/23.0;vlan_1300
206;00:17:c8:0a:65:28;ge-0/0/23.0;vlan_1300
54;00:17:c8:0f:89:1c;ge-0/0/23.0;vlan_1300
41;00:17:c8:1e:db:08;ge-0/0/23.0;vlan_1300
45;00:17:c8:31:64:b5;ge-0/0/23.0;vlan_1300
286;00:17:c8:3e:61:5f;ge-0/0/23.0;vlan_1300
78;00:17:c8:41:60:e5;ae1.0;vlan_1300
30;00:17:c8:48:12:aa;ge-0/0/23.0;vlan_1300
0;00:17:c8:68:14:2c;ae1.0;vlan_1300
44;00:17:c8:73:ba:2e;ge-0/0/23.0;vlan_1300
40;00:17:c8:7b:67:80;ge-0/0/23.0;vlan_1300
41;00:17:c8:9b:97:43;ge-0/0/23.0;vlan_1300
0;00:17:c8:9b:97:49;ge-0/0/23.0;vlan_1300
0;00:18:ae:7e:59:39;ge-0/0/23.0;vlan_1300
0;00:18:ae:82:b1:19;ge-0/0/23.0;vlan_1300
0;00:18:ae:82:b1:77;ge-0/0/23.0;vlan_1300
0;00:18:ae:82:b1:ff;ge-0/0/23.0;vlan_1300
0;00:18:ae:82:b2:06;ge-0/0/23.0;vlan_1300
0;00:18:ae:84:ad:0a;ge-0/0/23.0;vlan_1300
0;00:18:ae:84:b0:0d;ge-0/0/23.0;vlan_1300
68;00:18:f3:53:17:4d;ge-0/0/23.0;vlan_1300
0;00:19:17:20:39:21;ge-0/0/23.0;vlan_1300
0;00:19:17:20:9b:a1;ge-0/0/23.0;vlan_1300
0;00:19:d1:05:9d:3f;ge-0/0/23.0;vlan_1300
34;00:19:d1:17:a0:5d;ge-0/0/23.0;vlan_1300
0;00:19:d1:fa:f1:1a;ge-0/0/23.0;vlan_1300
47;00:1c:c0:0c:15:89;ge-0/0/23.0;vlan_1300
63;00:1c:c0:6a:4f:65;ge-0/0/23.0;vlan_1300
236;00:1c:c0:88:ca:e7;ge-0/0/23.0;vlan_1300
63;00:1c:c0:8c:2b:43;ge-0/0/23.0;vlan_1300
133;00:1c:c0:9d:c8:15;ge-0/0/23.0;vlan_1300
52;00:1c:c0:b7:47:00;ge-0/0/23.0;vlan_1300
31;00:1c:c0:b7:47:8c;ge-0/0/23.0;vlan_1300
0;00:1c:c0:b7:4a:7a;ge-0/0/23.0;vlan_1300
116;00:1c:c0:b8:d5:c2;ge-0/0/23.0;vlan_1300
44;00:1e:8c:1f:38:d7;ge-0/0/23.0;vlan_1300
295;00:1f:c6:ba:54:5f;ge-0/0/23.0;vlan_1300
0;00:20:85:f7:86:fa;ge-0/0/23.0;vlan_1300
0;00:20:ed:33:c8:35;ge-0/0/23.0;vlan_1300
0;00:21:1b:11:27:81;ge-0/0/23.0;vlan_1300
67;00:24:81:e3:c2:96;ge-0/0/23.0;vlan_1300
50;00:24:8c:e6:c4:5c;ge-0/0/23.0;vlan_1300
0;00:25:0b:00:8c:1c;ae1.0;vlan_1300
0;00:25:0b:00:8e:16;ae1.0;vlan_1300
0;00:25:0b:00:8f:c8;ae1.0;vlan_1300
0;00:25:0b:01:0d:1e;ae1.0;vlan_1300
0;00:25:0b:01:0d:2b;ae1.0;vlan_1300
0;00:25:0b:01:ea:c4;ae1.0;vlan_1300
67;00:25:22:4c:61:70;ge-0/0/23.0;vlan_1300
258;00:25:22:4c:61:71;ge-0/0/23.0;vlan_1300
32;00:25:22:d2:75:b8;ge-0/0/23.0;vlan_1300
104;00:25:22:e3:ec:f5;ge-0/0/23.0;vlan_1300
65;00:26:18:2e:0b:13;ge-0/0/23.0;vlan_1300
51;00:26:18:b5:9a:da;ge-0/0/23.0;vlan_1300
0;00:26:8b:01:7b:6b;ge-0/0/23.0;vlan_1300
0;00:26:8b:01:7b:6d;ge-0/0/23.0;vlan_1300
0;00:26:8b:03:8f:d8;ge-0/0/23.0;vlan_1300
0;00:26:8b:03:8f:da;ae1.0;vlan_1300
0;00:26:8b:03:94:cd;ge-0/0/23.0;vlan_1300
110;00:27:22:2e:4f:d5;ge-0/0/23.0;vlan_1300
0;00:40:48:19:a5:bf;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:1f;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:2a;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:30;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:4d;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:8b;ge-0/0/23.0;vlan_1300
0;00:40:48:39:01:90;ge-0/0/23.0;vlan_1300
0;00:40:48:3c:5f:2e;ge-0/0/23.0;vlan_1300
0;00:40:48:46:79:f6;ge-0/0/23.0;vlan_1300
0;00:40:48:5f:11:16;ge-0/0/23.0;vlan_1300
0;00:40:48:aa:eb:0a;ae1.0;vlan_1300
0;00:40:48:af:0e:63;ae1.0;vlan_1300
0;00:40:48:af:0e:fe;ge-0/0/23.0;vlan_1300
48;00:60:97:ce:d0:75;ge-0/0/23.0;vlan_1300
86;00:c0:df:0d:2d:fb;ge-0/0/23.0;vlan_1300
0;00:c0:ee:8b:cf:2a;ge-0/0/23.0;vlan_1300
155;00:c0:ee:db:9f:01;ge-0/0/23.0;vlan_1300
68;00:e0:2b:00:00:01;ge-0/0/23.0;vlan_1300
0;00:e0:4b:42:f9:95;ge-0/0/23.0;vlan_1300
0;00:ff:ff:6e:41:03;ae1.0;vlan_1300
0;02:5a:a3:56:7d:19;ge-0/0/23.0;vlan_1300
71;02:e9:7a:5e:79:a0;ge-0/0/23.0;vlan_1300
101;08:00:27:47:59:db;ge-0/0/23.0;vlan_1300
36;08:2e:5f:bc:0a:46;ge-0/0/23.0;vlan_1300
100;08:60:6e:7b:8f:42;ge-0/0/23.0;vlan_1300
230;08:60:6e:7c:aa:03;ge-0/0/23.0;vlan_1300
105;08:60:6e:84:d4:8a;ge-0/0/23.0;vlan_1300
0;08:60:6e:86:4c:e6;ge-0/0/23.0;vlan_1300
73;08:ed:ed:1f:1c:fa;ge-0/0/23.0;vlan_1300
50;08:ed:ed:1f:1d:0d;ge-0/0/23.0;vlan_1300
121;10:1f:74:49:3a:eb;ge-0/0/23.0;vlan_1300
132;10:7b:44:4e:12:86;ge-0/0/23.0;vlan_1300
0;14:d6:4d:0a:04:3b;ge-0/0/23.0;vlan_1300
117;18:68:cb:37:1a:a4;ge-0/0/23.0;vlan_1300
0;18:68:cb:b8:f4:04;ge-0/0/23.0;vlan_1300
155;18:68:cb:b8:f6:1c;ge-0/0/23.0;vlan_1300
0;18:68:cb:bd:77:d0;ge-0/0/23.0;vlan_1300
0;18:68:cb:bd:78:52;ae1.0;vlan_1300
0;18:68:cb:bd:78:58;ae1.0;vlan_1300
0;18:68:cb:bd:78:d5;ge-0/0/23.0;vlan_1300
0;18:68:cb:bd:79:05;ge-0/0/23.0;vlan_1300
63;1c:6f:65:43:e7:f6;ge-0/0/23.0;vlan_1300
0;1c:6f:65:83:ab:56;ge-0/0/23.0;vlan_1300
151;1c:6f:65:83:ac:bd;ge-0/0/23.0;vlan_1300
147;1c:6f:65:a9:98:c9;ge-0/0/23.0;vlan_1300
0;1c:6f:65:ae:16:16;ae1.0;vlan_1300
38;1c:6f:65:ff:c2:7b;ge-0/0/23.0;vlan_1300
58;1c:87:2c:5b:76:2c;ge-0/0/23.0;vlan_1300
47;1c:87:2c:5b:76:9a;ge-0/0/23.0;vlan_1300
58;1c:87:2c:5b:78:14;ge-0/0/23.0;vlan_1300
0;1c:b7:2c:a9:e6:14;ge-0/0/23.0;vlan_1300
45;1c:b7:2c:ef:80:16;ge-0/0/23.0;vlan_1300
0;20:cf:30:1d:14:18;ae1.0;vlan_1300
213;20:cf:30:1d:14:1e;ge-0/0/23.0;vlan_1300
0;20:cf:30:1d:14:1f;ge-0/0/23.0;vlan_1300
175;20:cf:30:39:b4:12;ge-0/0/23.0;vlan_1300
0;20:cf:30:f5:67:f3;ge-0/0/23.0;vlan_1300
0;28:80:23:13:4e:a7;ae1.0;vlan_1300
154;2c:56:dc:78:ae:85;ge-0/0/23.0;vlan_1300
53;2c:56:dc:93:bd:25;ge-0/0/23.0;vlan_1300
0;2c:56:dc:fb:4e:45;ge-0/0/23.0;vlan_1300
101;2c:56:dc:fb:50:ee;ge-0/0/23.0;vlan_1300
0;2c:56:dc:fb:59:01;ge-0/0/23.0;vlan_1300
129;30:85:a9:44:08:89;ge-0/0/23.0;vlan_1300
76;30:9c:23:b6:63:59;ge-0/0/23.0;vlan_1300
0;30:9c:23:b6:63:a7;ge-0/0/23.0;vlan_1300
44;30:9c:23:d1:56:15;ge-0/0/23.0;vlan_1300
288;38:2c:4a:af:97:43;ge-0/0/23.0;vlan_1300
0;38:d5:47:17:6e:e7;ae1.0;vlan_1300
0;38:d5:47:17:73:78;ae1.0;vlan_1300
38;38:ea:a7:6b:da:18;ae1.0;vlan_1300
123;38:ea:a7:6e:93:c2;ge-0/0/23.0;vlan_1300
0;3c:4a:92:44:b1:88;ge-0/0/23.0;vlan_1300
100;40:16:7e:68:cf:2f;ge-0/0/23.0;vlan_1300
283;40:61:86:c6:1a:0a;ge-0/0/23.0;vlan_1300
42;40:8d:5c:0b:dd:65;ge-0/0/23.0;vlan_1300
0;40:8d:5c:43:93:0c;ae1.0;vlan_1300
0;40:8d:5c:43:93:10;ge-0/0/23.0;vlan_1300
0;40:8d:5c:84:03:a9;ge-0/0/23.0;vlan_1300
0;40:8d:5c:a2:6a:5c;ae1.0;vlan_1300
0;40:8d:5c:a2:6c:9e;ae1.0;vlan_1300
58;40:f4:13:40:76:0d;ge-0/0/23.0;vlan_1300
58;44:19:b6:36:71:bc;ge-0/0/23.0;vlan_1300
34;44:19:b6:6e:79:35;ge-0/0/23.0;vlan_1300
57;44:19:b7:03:88:fa;ge-0/0/23.0;vlan_1300
65;44:19:b7:03:89:4a;ge-0/0/23.0;vlan_1300
0;44:19:b7:03:89:6a;ge-0/0/23.0;vlan_1300
63;44:19:b7:04:27:ac;ge-0/0/23.0;vlan_1300
0;44:19:b7:06:21:05;ge-0/0/23.0;vlan_1300
57;44:19:b7:06:21:63;ge-0/0/23.0;vlan_1300
62;44:19:b7:06:21:6a;ge-0/0/23.0;vlan_1300
192;44:47:cc:31:da:2f;ge-0/0/23.0;vlan_1300
291;44:47:cc:35:6e:43;ge-0/0/23.0;vlan_1300
198;44:47:cc:7d:a2:fd;ge-0/0/23.0;vlan_1300
204;44:47:cc:7d:a4:17;ge-0/0/23.0;vlan_1300
65;4c:11:bf:3f:7f:91;ge-0/0/23.0;vlan_1300
0;4c:11:bf:52:df:be;ge-0/0/23.0;vlan_1300
57;4c:11:bf:f6:9a:bf;ge-0/0/23.0;vlan_1300
53;4c:11:bf:f6:9b:2c;ge-0/0/23.0;vlan_1300
62;4c:11:bf:f6:9d:84;ge-0/0/23.0;vlan_1300
54;4c:11:bf:f6:9d:89;ge-0/0/23.0;vlan_1300
63;4c:11:bf:f6:9e:e1;ge-0/0/23.0;vlan_1300
0;4c:3b:74:00:84:b0;ae1.0;vlan_1300
